City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Marsh Harbour,BS,26.5412,-77.0636,77.18,70,44,17.65,scattered clouds
466,Svobodnyy,RU,51.4,128.1333,-4.99,78,100,13.49,overcast clouds
467,Susanville,US,40.4163,-120.653,33.12,68,0,4.61,clear sky
468,Isla Mujeres,MX,21.2311,-86.731,80.17,79,8,14.14,light rain
469,Westport,US,41.1415,-73.3579,38.75,71,100,4.5,overcast clouds
470,Imeni Poliny Osipenko,RU,52.4201,136.4853,1.27,88,100,6.42,overcast clouds
471,Qaqortoq,GL,60.7167,-46.0333,27.46,86,100,2.75,overcast clouds
472,College,US,64.8569,-147.8028,-9.42,80,51,2.59,broken clouds
473,San Ramon,US,37.7799,-121.978,49.5,62,93,0.63,overcast clouds
474,Kloulklubed,PW,7.0419,134.2556,84.7,76,95,21.61,overcast clouds
475,Chicama,PE,-7.8447,-79.1469,63.14,82,56,4.07,broken clouds
476,Grand Baie,MU,-20.0182,57.5802,77.45,72,99,1.99,overcast clouds
477,Coquimbo,CL,-29.9533,-71.3436,62.33,82,100,2.3,overcast clouds
478,Nampula,MZ,-15.1165,39.2666,71.78,82,100,4.94,overcast clouds
479,Prince Rupert,CA,54.3161,-130.3201,26.29,44,0,12.66,clear sky
480,Poum,NC,-20.2333,164.0167,82.13,78,86,12.46,overcast clouds
481,Muravlenko,RU,63.7898,74.523,-12.24,98,89,6.89,overcast clouds
482,Bo Phloi,TH,14.3236,99.5161,82.27,77,85,2.66,overcast clouds
483,Inhambane,MZ,-23.865,35.3833,67.8,68,14,9.91,few clouds
484,Zavetnoye,RU,47.1194,43.8903,25.2,44,13,15.99,few clouds
485,Itamaraca,BR,-7.7478,-34.8256,80.65,76,100,5.91,overcast clouds
486,Pechora,RU,65.1472,57.2244,9.41,96,100,4.88,light snow
487,Teahupoo,PF,-17.8333,-149.2667,78.76,81,21,10.96,light rain
488,Guatire,VE,10.4762,-66.5427,75.2,97,100,2.42,overcast clouds
489,Valparaiso,CL,-33.0393,-71.6273,60.44,88,100,4.61,overcast clouds
490,Unai,BR,-16.3575,-46.9061,70.38,76,48,4.79,scattered clouds
491,Roswell,US,34.0232,-84.3616,64.06,83,100,3.0,overcast clouds
492,Impfondo,CG,1.6381,18.0667,70.07,99,100,2.91,moderate rain
493,Muscat,OM,23.6139,58.5922,75.38,48,18,5.86,few clouds
494,Talaya,RU,61.3833,152.75,-19.08,98,100,7.36,light snow
495,Atambua,ID,-9.1061,124.8925,83.88,61,76,6.46,broken clouds
496,Hof,DE,50.3167,11.9167,38.44,92,100,4.61,overcast clouds
497,Saryg-Sep,RU,51.5,95.6,-16.22,90,44,1.39,scattered clouds
498,Jiangyou,CN,31.7667,104.7167,38.48,94,100,5.35,overcast clouds
499,Mutoko,ZW,-17.397,32.2268,59.27,90,88,0.63,overcast clouds
500,Adrar,MR,20.5022,-10.0711,61.57,21,0,9.95,clear sky
501,Daokou,CN,35.5639,114.5058,26.42,15,100,3.04,overcast clouds
502,Nanga Eboko,CM,4.6833,12.3667,67.01,92,90,1.59,overcast clouds
503,Pangkalanbuun,ID,-2.6833,111.6167,89.51,54,78,4.94,broken clouds
504,Chipinge,ZW,-20.1883,32.6236,53.28,88,3,1.45,clear sky
505,Askoy,NO,60.4092,5.226,42.03,73,100,2.3,overcast clouds
506,Acacoyagua,MX,15.35,-92.65,72.37,94,100,3.69,light rain
507,Lazarev,RU,52.225,141.5131,4.57,75,100,18.92,overcast clouds
508,Byron Bay,AU,-28.65,153.6167,70.95,57,100,14.47,heavy intensity rain
509,Kiama,AU,-34.6833,150.8667,72.37,66,14,8.01,few clouds
510,Shimoda,JP,34.6667,138.95,73.76,69,97,20.45,overcast clouds
511,Siimusti,EE,58.7277,26.3437,25.95,98,100,4.21,overcast clouds
512,Deer Lake,CA,49.1667,-57.4316,22.86,80,100,4.61,light shower snow
513,Almaznyy,RU,48.0448,40.045,25.57,42,86,18.12,overcast clouds
514,Serenje,ZM,-13.2325,30.2352,60.85,97,98,8.23,overcast clouds
515,Geraldton,AU,-28.7667,114.6,75.61,69,75,12.66,broken clouds
516,Keetmanshoop,NA,-26.5833,18.1333,73.4,44,81,5.23,broken clouds
517,Piacabucu,BR,-10.4056,-36.4344,74.12,91,100,9.75,heavy intensity rain
518,Bilibino,RU,68.0546,166.4372,1.42,100,100,3.51,overcast clouds
519,Halden,NO,59.1226,11.3871,36.03,98,100,4.88,overcast clouds
520,Neiafu,TO,-18.65,-173.9833,79.9,76,32,14.14,scattered clouds
521,Leeuwarden,NL,53.2014,5.8086,48.2,97,75,2.3,fog
522,Puerto Maldonado,PE,-12.6,-69.1833,77.67,71,54,2.73,broken clouds
523,Mlonggo,ID,-6.5333,110.7,83.35,71,100,5.88,overcast clouds
524,Ahipara,NZ,-35.1667,173.1667,65.66,84,30,13.4,scattered clouds
525,Thakurgaon,BD,26.0333,88.4667,72.0,50,4,4.92,clear sky
526,La Ronge,CA,55.1001,-105.2842,-5.55,71,20,10.36,few clouds
527,Noyabrsk,RU,63.1994,75.4507,-13.36,99,76,7.14,broken clouds
528,Colares,PT,38.7992,-9.4469,54.79,74,16,7.0,few clouds
529,Miri,MY,4.4148,114.0089,84.34,79,40,5.75,scattered clouds
530,Torbat-E Jam,IR,35.244,60.6225,44.01,75,98,4.38,overcast clouds
531,Sharjah,AE,25.3573,55.4033,75.18,72,0,5.75,clear sky
532,Zhanaozen,KZ,43.3,52.8,25.41,38,0,13.94,clear sky
533,Adelaide,AU,-34.9333,138.6,74.21,53,20,21.85,few clouds
534,Shaunavon,CA,49.6501,-108.4181,-0.62,93,95,11.52,overcast clouds
535,Kungurtug,RU,50.5994,97.5228,-13.76,88,95,0.56,overcast clouds
536,Aklavik,CA,68.2191,-135.0107,-12.01,84,100,2.84,overcast clouds
537,Muroto,JP,33.2833,134.15,65.91,69,99,16.53,overcast clouds
538,Sitka,US,57.0531,-135.33,20.53,46,0,13.78,clear sky
539,Nenjiang,CN,49.1833,125.2167,-5.12,78,100,9.53,overcast clouds
540,Itaituba,BR,-4.2761,-55.9836,72.93,94,80,1.57,broken clouds
541,Ouargaye,BF,11.5033,0.0572,73.94,24,8,7.4,clear sky
542,Aden,YE,12.7794,45.0367,78.67,70,0,14.05,clear sky
543,Broken Hill,AU,-31.95,141.4333,76.19,25,1,13.4,clear sky
544,Catia La Mar,VE,10.6038,-67.0303,78.49,88,20,0.0,few clouds
545,Tagusao,PH,9.1924,117.8141,84.97,71,100,6.08,overcast clouds
546,West Bay,KY,19.3667,-81.4167,80.67,84,20,9.22,few clouds
547,Caala,AO,-12.8525,15.5606,57.96,95,99,1.43,light rain
548,Yinchuan,CN,38.4681,106.2731,11.71,17,14,2.53,few clouds
549,Tabou,CI,4.423,-7.3528,76.37,88,60,3.27,light rain
550,Hecun,CN,36.5333,114.1111,24.57,15,100,4.9,overcast clouds
551,Palmas Bellas,PA,9.2319,-80.0867,75.25,92,100,7.96,overcast clouds
552,Ust-Barguzin,RU,53.45,108.9833,3.04,76,100,6.73,overcast clouds
553,Poronaysk,RU,49.2167,143.1167,16.52,68,54,13.44,broken clouds
554,Oyama,JP,36.3,139.8,66.58,75,100,2.24,overcast clouds
555,Tabory,RU,58.5198,64.5495,5.49,98,100,2.73,overcast clouds
556,Varangaon,IN,21.0167,75.9,68.94,49,25,6.29,scattered clouds
557,Eureka,US,40.8021,-124.1637,42.93,89,83,4.7,broken clouds
558,Odweyne,SO,9.4092,45.064,62.92,38,5,8.03,clear sky
559,Awbari,LY,26.5921,12.7805,50.14,52,0,5.82,clear sky
560,Rockford,US,42.2711,-89.094,42.55,85,100,18.41,overcast clouds
561,Urusha,RU,54.05,122.9,-10.79,71,95,8.14,overcast clouds
562,Mahon,ES,39.8885,4.2658,52.36,66,75,12.66,broken clouds
563,Tazmalt,DZ,36.3868,4.3989,49.26,90,78,4.34,light rain
564,Conde,BR,-7.2597,-34.9075,76.46,83,20,4.61,few clouds
565,Boundiali,CI,9.5217,-6.4869,72.39,43,17,1.59,few clouds
566,Basco,PH,20.4487,121.9702,81.1,79,87,19.55,overcast clouds
567,Vostok,RU,46.4856,135.8833,-1.03,87,100,13.8,overcast clouds
568,Ginir,ET,7.1333,40.7,53.1,48,4,3.76,clear sky
569,Lebork,PL,54.5392,17.7501,34.92,91,28,6.96,scattered clouds
570,Mosquera,CO,4.7059,-74.2302,53.69,94,75,3.44,drizzle
571,Talavera De La Reina,ES,39.9635,-4.8308,40.6,76,5,0.72,clear sky
572,Lata,PT,40.1629,-8.3327,45.07,93,45,2.68,scattered clouds
573,Gizo,SB,-8.103,156.8419,83.64,71,100,4.12,overcast clouds
574,Brae,GB,60.3964,-1.353,46.44,87,100,9.01,overcast clouds
575,Puro,PH,12.4841,123.3827,85.8,66,100,12.24,overcast clouds
576,Aleppo,SY,36.25,37.5,53.4,83,100,14.25,light rain
577,Novooleksiyivka,UA,46.2269,34.6428,39.6,70,80,20.45,broken clouds
578,Zilair,RU,52.2332,57.4392,2.75,83,83,3.22,broken clouds
579,Manta,EC,-0.95,-80.7333,71.76,81,81,13.6,broken clouds
580,Havoysund,NO,70.9963,24.6622,39.43,86,100,14.2,overcast clouds
581,Bom Jesus Do Itabapoana,BR,-21.1339,-41.6797,70.61,98,99,4.03,overcast clouds
582,Jalu,LY,29.0331,21.5482,57.04,53,0,9.33,clear sky
583,Hanyang,CN,32.1371,105.5126,29.71,80,100,12.5,light snow
584,Buraydah,SA,26.326,43.975,66.65,30,84,11.43,broken clouds
585,Srednekolymsk,RU,67.45,153.6833,-23.71,98,82,7.99,broken clouds
586,Srivardhan,IN,18.0333,73.0167,77.18,57,2,3.98,clear sky
587,Clarence Town,AU,-32.5833,151.7833,73.15,38,72,12.73,broken clouds
588,Blagoveshchenka,RU,52.8333,79.8667,-4.45,86,100,6.53,overcast clouds
589,Alice Springs,AU,-23.7,133.8833,80.15,22,0,10.36,clear sky
590,San Jose,US,37.3394,-121.895,51.53,61,0,5.75,clear sky
591,Zalantun,CN,48.0,122.7167,-0.62,56,0,17.49,clear sky
592,Tapah,MY,4.2004,101.2598,82.31,70,100,3.42,overcast clouds
593,Ratnagiri,IN,16.9833,73.3,77.81,53,4,6.17,clear sky
594,Nizwa,OM,22.9333,57.5333,71.02,44,100,4.07,overcast clouds
595,Talakan,RU,50.3167,130.3667,-4.32,86,100,8.63,overcast clouds
596,Northam,GB,51.0333,-4.2167,44.26,89,99,9.37,overcast clouds
597,Jingdezhen,CN,29.2947,117.2079,36.41,89,100,9.46,light rain
598,Oktyabrskiy,RU,54.4815,53.471,-2.02,100,83,2.01,broken clouds
599,Thinadhoo,MV,0.5333,72.9333,80.8,72,100,6.49,overcast clouds
600,Gazli,UZ,40.1333,63.45,44.15,39,100,3.44,overcast clouds
601,Alofi,NU,-19.0595,-169.9187,78.71,77,9,14.23,clear sky
602,Indianola,US,41.3581,-93.5574,23.49,63,98,8.99,overcast clouds
603,Soyo,AO,-6.1349,12.3689,74.07,94,100,7.23,moderate rain
604,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.78,90,100,17.72,overcast clouds
605,Polunochnoye,RU,60.8697,60.4153,5.02,98,95,1.92,overcast clouds
606,Sokolo,ML,14.7328,-6.1219,74.39,18,99,8.7,overcast clouds
607,Lac Du Bonnet,CA,50.2536,-96.0612,19.83,95,100,6.26,light snow
608,Seoul,KR,37.5683,126.9778,25.99,35,0,13.8,clear sky
609,Calama,CL,-22.4667,-68.9333,51.62,47,0,2.98,clear sky
610,Waddan,LY,29.1614,16.139,53.98,39,0,6.44,clear sky
611,Vila Velha,BR,-20.3297,-40.2925,73.35,94,75,14.97,mist
612,Whitehorse,CA,60.7161,-135.0538,-1.43,65,100,9.22,light snow
613,Vredendal,ZA,-31.6683,18.5012,65.21,79,97,5.86,overcast clouds
614,Takapau,NZ,-40.0333,176.35,61.29,72,100,8.52,light rain
615,San Alberto,CO,7.7611,-73.3922,74.23,92,99,2.75,overcast clouds
616,Suez,EG,29.9737,32.5263,59.79,63,0,5.79,clear sky
617,Presidente Medici,BR,-11.1753,-61.9014,75.78,72,78,4.14,broken clouds
618,Nanpiao,CN,41.0982,120.7479,18.18,20,0,11.86,clear sky
619,Paamiut,GL,61.994,-49.6678,27.07,81,100,15.32,overcast clouds
620,Samarai,PG,-10.6167,150.6667,84.74,71,100,12.35,overcast clouds
621,Jaguey Grande,CU,22.5269,-81.1286,74.64,85,7,7.58,moderate rain
622,Camana,PE,-16.6228,-72.7111,67.05,86,75,5.91,broken clouds
623,Bayanday,RU,53.0661,105.5139,-2.15,78,100,12.62,overcast clouds
624,Davila,PH,18.4726,120.5763,86.88,67,44,8.12,scattered clouds
625,Leisure City,US,25.4954,-80.4292,78.03,79,40,8.05,scattered clouds
626,Hambantota,LK,6.1241,81.1185,77.34,100,36,3.44,scattered clouds
627,Ayagoz,KZ,47.9714,80.4392,-0.24,74,100,9.55,overcast clouds
628,Gouyave,GD,12.1646,-61.7296,76.91,81,0,14.07,light rain
629,Charlestown,AU,-32.95,151.6667,73.02,60,53,5.01,broken clouds
630,Babu,CN,24.4167,111.5167,46.2,89,100,10.07,overcast clouds
631,Chinhoyi,ZW,-17.3667,30.2,60.71,91,68,4.52,broken clouds
632,Waipawa,NZ,-41.4122,175.5153,62.55,61,99,16.6,light rain
633,Youhao,CN,47.8667,128.8333,-5.51,74,90,14.14,overcast clouds
634,Kudahuvadhoo,MV,2.6708,72.8944,80.31,67,100,5.61,overcast clouds
635,Plettenberg Bay,ZA,-34.0527,23.3716,65.14,73,5,3.94,clear sky
636,Qasigiannguit,GL,68.8193,-51.1922,25.05,90,100,2.75,overcast clouds
637,Olive Branch,US,34.9618,-89.8295,66.85,95,100,16.11,thunderstorm
638,Bulgan,MN,48.8125,103.5347,-4.58,69,97,2.19,overcast clouds
639,Palora,EC,-1.7,-77.9333,66.85,88,87,3.36,overcast clouds
640,Bahia Blanca,AR,-38.7196,-62.2724,65.28,85,0,4.0,clear sky
641,Semey,KZ,50.4111,80.2275,-23.58,76,100,8.95,mist
642,Visby,SE,57.6409,18.296,36.05,93,100,4.61,overcast clouds
643,Palmer,US,42.1584,-72.3287,31.68,76,99,2.91,overcast clouds
644,Punta Umbria,ES,37.1821,-6.9661,46.24,61,37,8.1,scattered clouds
645,Kedrovyy,RU,56.1667,91.8167,-1.79,95,28,3.4,scattered clouds
646,Macaubas,BR,-13.0194,-42.6986,65.59,98,100,4.94,overcast clouds
647,Cape Coast,GH,5.1053,-1.2466,78.3,83,99,2.37,overcast clouds
648,Sarangani,PH,5.4033,125.4636,83.07,73,100,12.57,moderate rain
649,Fort Collins,US,40.5853,-105.0844,21.72,86,75,1.01,mist
650,Taltal,CL,-25.4,-70.4833,62.55,83,2,2.06,clear sky
651,Marathon,US,44.9,-89.7668,29.73,89,100,21.85,overcast clouds
652,Sonoita,MX,31.85,-112.8333,57.63,51,0,1.41,clear sky
653,Bandar,ID,2.05,99.75,81.18,86,69,1.61,broken clouds
654,Tupik,RU,54.4253,119.9327,-12.39,88,100,5.06,overcast clouds
655,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.86,99,99,1.45,heavy intensity rain
656,Gerash,IR,27.6652,54.1371,60.8,26,99,4.54,overcast clouds
657,Caucaia,BR,-3.7361,-38.6531,80.04,75,98,2.95,overcast clouds
658,Itarema,BR,-2.9248,-39.9167,76.24,84,100,3.76,overcast clouds
659,Nanzhang,CN,31.7765,111.8386,35.98,37,100,9.28,overcast clouds
660,Makariv,UA,50.4641,29.8113,30.18,97,100,8.25,light snow
661,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.54,76,48,10.67,scattered clouds
662,Zabaykalsk,RU,49.6333,117.3167,-11.85,82,3,15.48,clear sky
663,Chute-Aux-Outardes,CA,49.1168,-68.399,14.81,76,5,4.36,clear sky
664,Nueva Guinea,NI,11.6876,-84.4562,71.1,96,100,4.34,overcast clouds
665,Kapuskasing,CA,49.4169,-82.4331,32.09,93,100,23.02,heavy snow
666,Blackwater,AU,-23.5833,148.8833,69.01,90,100,9.51,light rain
667,Maragogi,BR,-9.0122,-35.2225,75.02,89,100,9.66,moderate rain
668,Preobrazheniye,RU,42.9019,133.9064,16.09,50,23,16.2,few clouds
669,Tual,ID,-5.6667,132.75,81.7,79,100,17.38,moderate rain
670,Ust-Maya,RU,60.4167,134.5333,-28.66,90,100,6.22,overcast clouds
671,Padang,ID,-0.9492,100.3543,82.45,69,93,3.24,overcast clouds
672,Nalut,LY,30.3333,10.85,46.67,69,0,8.93,clear sky
673,Tecoanapa,MX,16.5167,-98.75,78.55,75,100,2.93,overcast clouds
674,Dukat,RU,62.55,155.55,-20.07,99,99,4.38,overcast clouds
675,Grand Haven,US,43.0631,-86.2284,56.28,82,100,4.0,overcast clouds
676,Roma,US,43.2128,-75.4557,35.87,78,0,9.22,clear sky
677,Changli,CN,39.7042,119.1506,20.88,17,0,11.95,clear sky
678,Khanpur,PK,28.6453,70.6567,66.54,21,0,3.83,clear sky
679,Springbok,ZA,-29.6643,17.8865,57.25,78,43,2.46,scattered clouds
680,Kuching,MY,1.55,110.3333,84.42,85,40,2.3,scattered clouds
681,Limbang,MY,4.75,115.0,87.91,63,100,4.9,overcast clouds
682,Illapel,CL,-31.6308,-71.1653,61.84,82,10,1.39,clear sky
683,Shache,CN,38.4167,77.2406,22.39,17,96,2.98,overcast clouds
684,Caceres,ES,39.522,-6.3748,40.69,85,4,0.47,clear sky
685,Paragominas,BR,-2.9667,-47.4833,72.45,96,100,3.13,overcast clouds
686,Matara,LK,5.9485,80.5353,79.2,80,47,3.87,scattered clouds
687,Monte Alegre,BR,-2.0078,-54.0692,75.04,88,81,2.55,broken clouds
688,Huarmey,PE,-10.0681,-78.1522,68.0,82,92,7.56,overcast clouds
689,Gander,CA,48.9682,-54.5906,14.97,87,9,10.29,clear sky
690,Sorland,NO,67.667,12.6934,40.86,81,100,17.11,light rain
691,Patacamaya,BO,-17.2333,-67.9167,49.12,42,53,8.39,broken clouds
692,Raga,SS,8.4596,25.678,77.0,41,96,2.46,overcast clouds
693,Iquitos,PE,-3.7481,-73.2472,74.89,84,100,2.8,overcast clouds
694,Coos Bay,US,43.3665,-124.2179,47.14,100,100,15.26,light rain
695,Fort Nelson,CA,58.8053,-122.7002,-8.95,90,100,2.73,overcast clouds
696,Qiongshan,CN,20.0058,110.3542,81.48,74,3,12.28,clear sky
